品牌/Brand,車型/Model,資訊/Info,年份/Year,冷媒/Refrigerant,冷媒量/Amount (g),冷凍油/Oil (cc)
車型 / Car model /  Car model,MR-2 / MR-2, / ,1993 - 1999,R134a,820 ± 20,140 ± 10
車型 / Car model /  Car model,MR-2 / MR-2, / ,1999 - 2005,R134a,500 ± 30,120
車型 / Car model /  Car model,MR-S / MR-S, / ,1999 - 2005,R134a,500 ± 10,90 ± 10
車型 / Car model /  Car model,Prado / Prado, / ,1997 - 2002,R134a,950 ± 20,180 ± 10
車型 / Car model /  Car model,Prado 120/125 / Prado 120/125, / ,2002 - 2015,R134a,800 ± 20,170 ± 10
車型 / Car model /  Car model,Prado 150/155 / Prado 150/155, / ,2009 - 2015,R134a,770 ± 20,160 ± 10
車型 / Car model /  Car model,Prius 1.8 / Prius 1.8, / ,2011 - 2013,R134a,470 ± 10,80 ± 10
車型 / Car model /  Car model,Pruis C 1.5 / Pruis C 1.5, / ,2011 - 2013,R134a,450 ± 10,80 ± 10
車型 / Car model /  Car model,Rav4 / Rav4, / ,2000 - 2005,R134a,510 ± 10,90 ± 10
車型 / Car model /  Car model,Rav4 / Rav4, / ,2005 - 2013,R134a,430 ± 10,70 ± 10
車型 / Car model /  Car model,Rav4 / Rav4, / ,2012 - 2018,R134a/R1234yf,450 ± 430,80 ± 10
車型 / Car model /  Car model,Rav4 Hybrid / Rav4 Hybrid, / ,2012 - 2018,R134a/R1234yf,450 ± 430,80 ± 10
車型 / Car model /  Car model,Rush / Rush, / ,2008 - 2017,R134a,530 ± 10,130 ± 10
車型 / Car model /  Car model,Rush / Rush, / ,2018 -,R134a,530 ± 10,130 ± 10
車型 / Car model /  Car model,STARLET / STARLET, / ,1985 - 1993,R12 → R134a,700 ± 50,見規格 / See Spec
車型 / Car model /  Car model,STARLET / STARLET, / ,1994 - 1996,R134a,See Spec,見規格 / See Spec
車型 / Car model /  Car model,STARLET / STARLET, / ,1996 - 1999,R134a,600 ± 50,見規格 / See Spec
車型 / Car model /  Car model,Sienta / Sienta, / ,2016 - 2019,R134a,530 ± 10,130 ± 10
車型 / Car model /  Car model,Supra / Supra, / ,1993 - 1997,R134a,700 ± 20,130 ± 10
車型 / Car model /  Car model,Supra / Supra, / ,2019 -,R1234yf,See Spec,見規格 / See Spec
車型 / Car model /  Car model,Unser / Unser, / ,1997 -,R134a,630 ± 20,150 ± 10
車型 / Car model /  Car model,Vellfire / Vellfire, / ,2008 - 2015,R134a,750 ± 20,170 ± 10
車型 / Car model /  Car model,Vellfire / Vellfire, / ,2015 -,R134a,750 ± 20,170 ± 10
車型 / Car model /  Car model,Verso / Verso, / ,2009 -,R134a,440,見規格 / See Spec
車型 / Car model /  Car model,Vios / Vios, / ,2003 - 2007,R134a,420 ± 10,80 ± 10
車型 / Car model /  Car model,Vios / Vios, / ,2007 - 2013,R134a,360 ± 10,70 ± 10
車型 / Car model /  Car model,Vios / Vios, / ,2013 -,R134a,360 ± 10,70 ± 10
車型 / Car model /  Car model,Voxy/Esquire/Noah / Voxy/Esquire/Noah, / ,2014 - 2021,R134a,700 ± 20,160 ± 10
車型 / Car model /  Car model,Wish / Wish, / ,2003 - 2009,R134a,440 ± 10,80 ± 10
車型 / Car model /  Car model,Wish / Wish, / ,2009 - 2017,R134a/R1234yf,440 ± 410,80 ± 10
車型 / Car model /  Car model,YARIS / YARIS, / ,1999 - 2006,R134a,430 ± 30,見規格 / See Spec
車型 / Car model /  Car model,YARIS VERSO / YARIS VERSO, / ,2000 - 2005,R134a,410 ± 30,見規格 / See Spec
車型 / Car model /  Car model,YARIS VERSO 1.4D / YARIS VERSO 1.4D, / ,2000 - 2005,R134a,440 ± 30,見規格 / See Spec
車型 / Car model /  Car model,YARIS / YARIS, / ,2005 - 2010,R134a,370,見規格 / See Spec
車型 / Car model /  Car model,YARIS / YARIS, / ,2010 -,R134a,360 ± 30,見規格 / See Spec
車型 / Car model /  Car model,Yaris / Yaris, / ,2006 - 2013,R134a,430 ± 10,80 ± 10
車型 / Car model /  Car model,Yaris / Yaris, / ,2019 -,R134a,360 ± 10,70 ± 10
車型 / Car model /  Car model,Yaris GR / Yaris GR, / ,2020 -,R134a,See Spec,見規格 / See Spec
VAUXHALL / VAUXHALL,"此充填冷媒量僅供參考,正確請以原廠標示為準 / This refrigerant filling amount is for reference only. For correctness, please refer to the original factory label.", / ,,,,
車型 / Car model /  Car model,AGILA / AGILA, / ,2000 - 2007,R134a,500,150 ± 10
車型 / Car model /  Car model,AGILA 1.0L  1.2L / AGILA 1.0L  1.2L, / ,2007 -,R134a,370,90
車型 / Car model /  Car model,AGILA 1.3L  CDTI / AGILA 1.3L  CDTI, / ,2007 -,R134a,370,120
車型 / Car model /  Car model,ANTARA 2.0 LD / ANTARA 2.0 LD, / ,2006 -,R134a,520,150
車型 / Car model /  Car model,ANTARA 2.4I  3.2I / ANTARA 2.4I  3.2I, / ,2006 -,R134a,660,150
車型 / Car model /  Car model,ASTRA/BELMONT/KADETTE / ASTRA/BELMONT/KADETTE, / ,1984 - 1991,R12 → R134a,1000,見規格 / See Spec
車型 / Car model /  Car model,ASTRA F / ASTRA F, / ,1991 - 1994,R134a,700,295
車型 / Car model /  Car model,ASTRA F / ASTRA F, / ,1994 - 1998,R134a,800,155
車型 / Car model /  Car model,ASTRA G / ASTRA G, / ,1998 - 2002,R134a,700,120
車型 / Car model /  Car model,ASTRA G / ASTRA G, / ,2002 - 2006,R134a,600,150
車型 / Car model /  Car model,ASTRA G 1.7 2.0 2.2 DIESEL/1.6 2.2 / ASTRA G 1.7 2.0 2.2 DIESEL/1.6 2.2, / ,2002 - 2006,R134a,600,120
車型 / Car model /  Car model,ASTRA G 2.0 TURBO ENG./MOT Z20LET / ASTRA G 2.0 TURBO ENG./MOT Z20LET, / ,2002 - 2006,R134a,700,150
車型 / Car model /  Car model,ASTRA H 1.3 DIESEL/1.4 1.6 1.8 / ASTRA H 1.3 DIESEL/1.4 1.6 1.8, / ,2004 - 2009,R134a,475,150
車型 / Car model /  Car model,ASTRA H 1.7 DIESEL / ASTRA H 1.7 DIESEL, / ,2004 - 2009,R134a,500,120
車型 / Car model /  Car model,ASTRA H 1.9 DIESEL / ASTRA H 1.9 DIESEL, / ,2004 - 2009,R134a,475,135
車型 / Car model /  Car model,ASTRA H 2.0 / ASTRA H 2.0, / ,2004 - 2009,R134a,500,150
車型 / Car model /  Car model,ASTRA J / ASTRA J, / ,2009 -,R134a,600,125
車型 / Car model /  Car model,ASTRA J 1.4L 1.6L / ASTRA J 1.4L 1.6L,With automatic gearshift / With automatic gearshift,2009 -,R134a,630,125
車型 / Car model /  Car model,BRAVA DIESEL / BRAVA DIESEL, / ,1990 - 2002,R134a,750,260
車型 / Car model /  Car model,CALIBRA / CALIBRA, / ,1990 - 1993,R12 → R134a,1100,240
車型 / Car model /  Car model,CALIBRA / CALIBRA,Old type / Old type,1993 - 1997,R134a,750,295
車型 / Car model /  Car model,CALIBRA / CALIBRA,New type / New type,1994 - 1997,R134a,1000,295
車型 / Car model /  Car model,COMBO II DIESEL / COMBO II DIESEL, / ,2004 - 2010,R134a,560,120
車型 / Car model /  Car model,COMBO II PETROL / COMBO II PETROL, / ,2004 - 2010,R134a,650,150
車型 / Car model /  Car model,CORST B/ COMBO / CORST B/ COMBO, / ,1993 - 2000,R134a,900,295
車型 / Car model /  Car model,CORSA C / CORSA C, / ,2000 - 2006,R134a,650,150
車型 / Car model /  Car model,CORSA C DI / CORSA C DI, / ,2000 - 2003,R134a,650,120
車型 / Car model /  Car model,CORSA C DI / CORSA C DI, / ,2004 - 2005,R134a,560,120
車型 / Car model /  Car model,CORSA C DTI/CDTI / CORSA C DTI/CDTI, / ,2000 - 2006,R134a,560,120
車型 / Car model /  Car model,FRONTERA / FRONTERA, / ,1991 - 1995,R134a,800,200 ± 20
車型 / Car model /  Car model,FRONTERA / FRONTERA, / ,1995 - 1996,R134a,750,200 ± 20
車型 / Car model /  Car model,FRONTERA / FRONTERA, / ,1996 - 1998,R134a,650,200 ± 20
車型 / Car model /  Car model,FRONTERA B / FRONTERA B, / ,1998 - 2002,R134a,650,270 ± 15
車型 / Car model /  Car model,FRONTERA B / FRONTERA B, / ,2002 - 2004,R134a,700,270 ± 15
車型 / Car model /  Car model,FRONTERA DIESEL / FRONTERA DIESEL, / ,1995 - 1996,R134a,700,200 ± 20
車型 / Car model /  Car model,GT / GT, / ,2007 -,R134a,470,120
車型 / Car model /  Car model,INSIGNIA / INSIGNIA,Sanden / Sanden,2008 -,R134a,600,110
車型 / Car model /  Car model,INSIGNIA / INSIGNIA,Delphi / Delphi,2008 -,R134a,600,150
車型 / Car model /  Car model,MERIVA / MERIVA, / ,2003 - 2010,R134a,690,見規格 / See Spec
車型 / Car model /  Car model,MERIVA / MERIVA, / ,2010 -,R134a,580,125
車型 / Car model /  Car model,MONTEREY / MONTEREY, / ,1992 - 1994,R12 → R134a,850,270
車型 / Car model /  Car model,MONTEREY / MONTEREY, / ,1994 - 1998,R134a,750,270
車型 / Car model /  Car model,MONTEREY DIESEL / MONTEREY DIESEL, / ,1994 - 1998,R134a,750,270
車型 / Car model /  Car model,MOVANO / MOVANO, / ,1998 - 2003,R134a,850 ± 50,135
車型 / Car model /  Car model,MOVANO / MOVANO,Sanden / Sanden,2003 - 2010,R134a,850 ± 35,135
車型 / Car model /  Car model,MOVANO / MOVANO,Delphi / Delphi,2003 - 2010,R134a,850 ± 35,220
車型 / Car model /  Car model,MOVANO / MOVANO, / ,2010 -,R134a,600,見規格 / See Spec
車型 / Car model /  Car model,OMEGA A/CARLTON / OMEGA A/CARLTON, / ,1986 - 1994,R12 → R134a,1100,240
車型 / Car model /  Car model,OMEGA B / OMEGA B, / ,1994 - 1996,R134a,950,250
車型 / Car model /  Car model,OMEGA B / OMEGA B, / ,1996 - 2003,R134a,950,250
車型 / Car model /  Car model,OMEGA B 2.0D 2.2D / OMEGA B 2.0D 2.2D, / ,1998 - 2000,R134a,950,295
車型 / Car model /  Car model,OMEGA B 2.2D / OMEGA B 2.2D, / ,2000 - 2003,R134a,950,295
車型 / Car model /  Car model,OMEGA B 2.5D TURBO / OMEGA B 2.5D TURBO, / ,1994 - 2001,R134a,950,155
車型 / Car model /  Car model,SENATOR / SENATOR, / ,1988 - 1993,R12 → R134a,1100,240
車型 / Car model /  Car model,SINTRA / SINTRA, / ,1996 - 1999,R134a,910,265
車型 / Car model /  Car model,TIGRA / TIGRA, / ,1995 - 2000,R134a,900,295
車型 / Car model /  Car model,TIGRA TWIN TOP / TIGRA TWIN TOP, / ,2004 - 2009,R134a,650,150
車型 / Car model /  Car model,VECTRA A/CAVALIER III / VECTRA A/CAVALIER III, / ,1988 - 1993,R12 → R134a,1100,240
車型 / Car model /  Car model,VECTRA A/CAVALIER III / VECTRA A/CAVALIER III,Old type / Old type,1993 - 1995,R134a,750,295
車型 / Car model /  Car model,VECTRA A/CAVALIER III / VECTRA A/CAVALIER III,New type / New type,1994 - 1995,R134a,1000,295
車型 / Car model /  Car model,VECTRA B / VECTRA B, / ,1995 - 2002,R134a,900,295
車型 / Car model /  Car model,VECTRA B 1.7D TURBO / VECTRA B 1.7D TURBO, / ,1995 - 1996,R134a,900,155
車型 / Car model /  Car model,VECTRA B 2.0D TURBO ENG./MOT. X20DTH / VECTRA B 2.0D TURBO ENG./MOT. X20DTH, / ,1997 - 2002,R134a,750,295
車型 / Car model /  Car model,VECTRA B 2.5 2.6 / VECTRA B 2.5 2.6, / ,1995 - 2002,R134a,900,120
車型 / Car model /  Car model,VECTRA C/SIGNUM / VECTRA C/SIGNUM, / ,2004 - 2008,R134a,730,120
車型 / Car model /  Car model,VECTRA C/SIGNUM 1.9 DIESEL / VECTRA C/SIGNUM 1.9 DIESEL, / ,2004 - 2008,R134a,730,135
車型 / Car model /  Car model,VECTRA C/SIGNUM 3.0 DIESEL / VECTRA C/SIGNUM 3.0 DIESEL, / ,2004 - 2008,R134a,680,120
車型 / Car model /  Car model,VIVARO / VIVARO, / ,2002 - 2006,R134a,750,220 ± 15
車型 / Car model /  Car model,ZAFIRA / ZAFIRA, / ,1998 - 2001,R134a,700,120 ± 10
車型 / Car model /  Car model,ZAFIRA / ZAFIRA,With rear AC / With rear AC,1998 - 2001,R134a,950,240 ± 10
車型 / Car model /  Car model,ZAFIRA / ZAFIRA, / ,2002 - 2005,R134a,600,120 ± 10
車型 / Car model /  Car model,ZAFIRA / ZAFIRA,With rear AC / With rear AC,2002 - 2005,R134a,800,240 ± 10
車型 / Car model /  Car model,ZAFIRA 2.0 TURBO / ZAFIRA 2.0 TURBO, / ,2001 - 2005,R134a,700,120 ± 10
車型 / Car model /  Car model,ZAFIRA 2.0 TURBO / ZAFIRA 2.0 TURBO,With rear AC / With rear AC,2001 - 2005,R134a,950,240 ± 10
車型 / Car model /  Car model,ZAFIRA 2.0 TURBO / ZAFIRA 2.0 TURBO,With rear AC / With rear AC,2002 - 2005,R134a,800,240 ± 10
車型 / Car model /  Car model,ZAFIRA II 1.6 1.8 2.2 / ZAFIRA II 1.6 1.8 2.2, / ,2005 - 2006,R134a,475,120
車型 / Car model /  Car model,ZAFIRA II 1.6 1.8 2.2 / ZAFIRA II 1.6 1.8 2.2, / ,2006 -,R134a,450,120
車型 / Car model /  Car model,ZAFIRA II 2.0 TURBO / ZAFIRA II 2.0 TURBO, / ,2005 -,R134a,475,150
車型 / Car model /  Car model,ZAFIRA II DIESEL / ZAFIRA II DIESEL, / ,2005 -,R134a,475,135
車型 / Car model /  Car model,ZAFIRA III / ZAFIRA III, / ,2011 -,R134a,630,125
VOLKSWAGEN / VOLKSWAGEN,"此充填冷媒量僅供參考,正確請以原廠標示為準 / This refrigerant filling amount is for reference only. For correctness, please refer to the original factory label.", / ,,,,
車型 / Car model /  Car model,Arteon / Arteon, / ,2017 -,R1234yf,460 ± 10,80 ± 10
車型 / Car model /  Car model,AMAROK / AMAROK, / ,2010 -,R134a,525 ± 25,140
車型 / Car model /  Car model,Beetle / Beetle, / ,1998 - 2011,R134a,720 ± 20,130 ± 10
車型 / Car model /  Car model,Beetle / Beetle, / ,2011 - 2019,R134a,520 ± 10,90 ± 10
車型 / Car model /  Car model,CC / CC, / ,2011 - 2016,R134a,550 ± 10,100 ± 10
車型 / Car model /  Car model,CADDY / CADDY, / ,2004 -,R134a,525 ± 25,150
車型 / Car model /  Car model,CADDY / CADDY, / ,1995 - 2004,R134a,865 ± 15,115
車型 / Car model /  Car model,CORRADO / CORRADO, / ,1989 - 1992,R12 → R134a,1125 ± 25,135
車型 / Car model /  Car model,CORRADO / CORRADO, / ,1992 - 1995,R134a,875 ± 25,115
車型 / Car model /  Car model,CRAFTER / CRAFTER,with climatic / with climatic,2006 -,R134a,740,190 ± 10
車型 / Car model /  Car model,CRAFTER / CRAFTER,with climatic and roof air condition / with climatic and roof air condition,2006 -,R134a,1125,190 ± 10
車型 / Car model /  Car model,EOS / EOS, / ,2006 - 2015,R134a,520 ± 10,90 ± 10
車型 / Car model /  Car model,EOS / EOS,Zexel / Zexel,2006 -,R134a,525 ± 25,120 ± 15
車型 / Car model /  Car model,EOS / EOS,Sanden / Sanden,2006 -,R134a,525 ± 25,110 ± 10
車型 / Car model /  Car model,FOX / FOX,Denso / Denso,2006 -,R134a,500 ± 25,80
車型 / Car model /  Car model,FOX / FOX,Delphi / Delphi,2006 -,R134a,450 ± 25,150
車型 / Car model /  Car model,Golf 3 / Golf 3, / ,1991 - 1999,R134a,820 ± 20,150 ± 10
車型 / Car model /  Car model,Golf 4 / Golf 4, / ,1997 - 2006,R134a,770 ± 20,130 ± 10
車型 / Car model /  Car model,Golf 5/6+ / Golf 5/6+, / ,2003 - 2013,R134a,520 ± 10,90 ± 10
車型 / Car model /  Car model,Golf 7/AllTrack / Golf 7/AllTrack, / ,2013 - 2021,R134a/R1234yf,500 ± 460,90 ± 10
車型 / Car model /  Car model,Golf 7 Hybrid / Golf 7 Hybrid, / ,2014 -,R134a/R1234yf,500 ± 460,90 ± 10
車型 / Car model /  Car model,Golf 7 EV  E/+P / Golf 7 EV  E/+P, / ,2014 -,R134a,500 ± 950,90 ± 170
車型 / Car model /  Car model,Golf 7 EV  E/+P / Golf 7 EV  E/+P, / ,2014 -,R1234yf,430 ± 850,80 ± 150
車型 / Car model /  Car model,GOLF III/VENTO/CABRIO / GOLF III/VENTO/CABRIO,Harrison / Harrison,1992 - 2002,R134a,825 ± 25,115
車型 / Car model /  Car model,GOLF III/VENTO/CABRIO / GOLF III/VENTO/CABRIO,Sanden / Sanden,1995 - 2002,R134a,825 ± 25,295
車型 / Car model /  Car model,GOLF IV/CABRIO / GOLF IV/CABRIO,Sanden / Sanden,1997 - 2005,R134a,775 ± 25,135 ± 15
車型 / Car model /  Car model,GOLF IV/CABRIO / GOLF IV/CABRIO,Zexel / Zexel,1998 - 2005,R134a,775 ± 25,115 ± 20
車型 / Car model /  Car model,GOLF IV/CABRIO / GOLF IV/CABRIO,Denso / Denso,2001 - 2005,R134a,775 ± 25,140 ± 10
車型 / Car model /  Car model,GOLF V/GOLF PLUS / GOLF V/GOLF PLUS,Denso / Denso,2003 - 2008,R134a,525 ± 25,180 ± 150
車型 / Car model /  Car model,GOLF V/GOLF PLUS / GOLF V/GOLF PLUS,Sanden / Sanden,2003 - 2008,R134a,525 ± 25,110 ± 10
車型 / Car model /  Car model,GOLF V/GOLF PLUS / GOLF V/GOLF PLUS,Zexel / Zexel,2003 - 2008,R134a,525 ± 25,120 ± 15
車型 / Car model /  Car model,GOLF V 2.0 3.2 / GOLF V 2.0 3.2, / ,2003 - 2005,R134a,750 ± 50,115 ± 20
車型 / Car model /  Car model,GOLF VI / GOLF VI,Delphi / Delphi,2009 -,R134a,525 ± 25,110 ± 10
車型 / Car model /  Car model,Jetta / Jetta, / ,2004 - 2018,R134a,550 ± 10,90 ± 10
車型 / Car model /  Car model,LT / LT,Sanden / Sanden,1996 - 2006,R134a,775 ± 25,135
車型 / Car model /  Car model,LT / LT,Denso / Denso,1996 - 2006,R134a,775 ± 25,175
車型 / Car model /  Car model,LUPO / LUPO,Sanden / Sanden,1998 - 2000,R134a,725 ± 25,120 ± 15
車型 / Car model /  Car model,LUPO / LUPO,Calsonic / Calsonic,1999 - 2005,R134a,575 ± 25,150
車型 / Car model /  Car model,LUPO / LUPO,Denso / Denso,2000 - 2005,R134a,575 ± 25,140
車型 / Car model /  Car model,NEW BEETLE / NEW BEETLE, / ,1998 - 2010,R134a,725 ± 25,135 ± 15
車型 / Car model /  Car model,PASSAT / PASSAT,Denso / Denso,2010 -,R134a,600 ± 25,90 ± 10
車型 / Car model /  Car model,PASSAT / PASSAT,Sanden / Sanden,2010 -,R134a,600 ± 25,110 ± 10
車型 / Car model /  Car model,PASSAT LHD / PASSAT LHD,Denso / Denso,1996 - 2000,R134a,675 ± 25,250
車型 / Car model /  Car model,PASSAT LHD / PASSAT LHD,Zexel / Zexel,1996 - 2000,R134a,675 ± 25,250
車型 / Car model /  Car model,PASSAT RHD / PASSAT RHD,Denso / Denso,1996 - 2000,R134a,725 ± 25,250
車型 / Car model /  Car model,PASSAT RHD / PASSAT RHD,Zexel / Zexel,1996 - 2000,R134a,725 ± 25,250
車型 / Car model /  Car model,Passat B5 / Passat B5, / ,1996 - 2000,R134a,670 ± 20,120 ± 10
車型 / Car model /  Car model,Passat B5 / Passat B5, / ,2000 - 2005,R134a,600 ± 10,110 ± 10
車型 / Car model /  Car model,Passat B6 / Passat B6, / ,2005 - 2012,R134a,600 ± 10,110 ± 10
車型 / Car model /  Car model,Passat B7/AllTrack / Passat B7/AllTrack, / ,2010 - 2011,R134a,600 ± 10,110 ± 10
車型 / Car model /  Car model,Passat B7/AllTrack / Passat B7/AllTrack, / ,2011 - 2015,R134a,550 ± 10,100 ± 10
車型 / Car model /  Car model,Passat B8/AllTrack / Passat B8/AllTrack, / ,2014 -,R134a/R1234yf,500 ± 460,90 ± 10
車型 / Car model /  Car model,Passat B8 Hybrid / Passat B8 Hybrid, / ,2014 -,R134a/R1234yf,500 ± 460,90 ± 10
車型 / Car model /  Car model,Phaeton / Phaeton, / ,2013 - 2015,R134a,600 ± 10,110 ± 10
車型 / Car model /  Car model,POLO / POLO,SD7B10 / SD7B10,1994 - 1999,R134a,725 ± 25,100 ± 15
車型 / Car model /  Car model,POLO / POLO,Sanden SD6V12 / Sanden SD6V12,1999 - 2001,R134a,565 ± 20,120 ± 15
車型 / Car model /  Car model,POLO / POLO, / ,2002 - 2006,R134a,565 ± 20,140
車型 / Car model /  Car model,POLO / POLO,Delphi / Delphi,2009 -,R134a,500 ± 15,110 ± 10
車型 / Car model /  Car model,POLO / POLO,Denso / Denso,2009 -,R134a,500 ± 15,90 ± 10
車型 / Car model /  Car model,POLO CLASSIC / POLO CLASSIC, / ,1996 - 1999,R134a,865 ± 15,115
車型 / Car model /  Car model,POLO CLASSIC/ESTATE/COMBI / POLO CLASSIC/ESTATE/COMBI, / ,1999 - 2002,R134a,865 ± 15,135
車型 / Car model /  Car model,POLO ESTATE/COMBI / POLO ESTATE/COMBI, / ,1997 - 1999,R134a,865 ± 15,135 ± 15
車型 / Car model /  Car model,Polo / Polo, / ,2011 - 2018,R134a,500 ± 10,90 ± 10
車型 / Car model /  Car model,Scirocco / Scirocco, / ,2008 - 2017,R134a/R1234yf,520 ± 460,90 ± 10
車型 / Car model /  Car model,SCIROCCO / SCIROCCO,Denso / Denso,2008 -,R134a,525 ± 25,90 ± 10
車型 / Car model /  Car model,SHARAN / SHARAN, / ,1995 - 2000,R134a,975 ± 25,135
車型 / Car model /  Car model,SHARAN / SHARAN,With rear AC / With rear AC,1995 - 2000,R134a,1375 ± 25,240
車型 / Car model /  Car model,SHARAN / SHARAN, / ,2000 - 2010,R134a,725 ± 25,135
車型 / Car model /  Car model,SHARAN / SHARAN,With rear AC / With rear AC,2000 - 2010,R134a,1075 ± 25,240
車型 / Car model /  Car model,SHARAN / SHARAN,Denso / Denso,2010 -,R134a,600 ± 25,140 ± 10
車型 / Car model /  Car model,SHARAN / SHARAN,Sanden / Sanden,2010 -,R134a,600 ± 25,110 ± 10
車型 / Car model /  Car model,SHARAN / SHARAN,"With rear AC,Denso / With rear AC,Denso",2010 -,R134a,1000 ± 25,240 ± 10
車型 / Car model /  Car model,SHARAN / SHARAN,"With rear AC,Sanden / With rear AC,Sanden",2010 -,R134a,1000 ± 25,210 ± 10
車型 / Car model /  Car model,Sharan 2Blower / Sharan 2Blower, / ,2012 - 2015,R134a,950 ± 20,180 ± 10
車型 / Car model /  Car model,TIGUAN / TIGUAN,Denso / Denso,2007 -,R134a,660,140 ± 10
車型 / Car model /  Car model,TIGUAN / TIGUAN,Sanden / Sanden,2007 -,R134a,660,110 ± 10
車型 / Car model /  Car model,TIGUAN / TIGUAN,Delphi / Delphi,2007 -,R134a,660,110 ± 10
車型 / Car model /  Car model,Tiguan / Tiguan, / ,2013 - 2020,R134a,660 ± 20,140 ± 10
車型 / Car model /  Car model,Touareg 1Blower/2Blower / Touareg 1Blower/2Blower, / ,2002 - 2010,R134a,720 ± 1070,120 ± 180
車型 / Car model /  Car model,Touareg 1Blower/2Blower / Touareg 1Blower/2Blower, / ,2010 - 2018,R134a,850 ± 1120,140 ± 190
車型 / Car model /  Car model,Touareg 1Blower/2Blower / Touareg 1Blower/2Blower, / ,2010 - 2018,R1234yf,800 ± 1000,140 ± 180
車型 / Car model /  Car model,Touareg Hybrid  1Blower/2Blower / Touareg Hybrid  1Blower/2Blower, / ,2010 - 2018,R134a,870 ± 1120,150 ± 190
車型 / Car model /  Car model,Touareg Hybrid  1Blower/2Blower / Touareg Hybrid  1Blower/2Blower, / ,2010 - 2018,R1234yf,800 ± 1000,140 ± 180
車型 / Car model /  Car model,Touran / Touran, / ,2012 - 2014,R134a,520 ± 10,90 ± 10
車型 / Car model /  Car model,TRANSPORTER / TRANSPORTER, / ,1991 - 1992,R12 → R134a,1100 ± 50,135
車型 / Car model /  Car model,TRANSPORTER / TRANSPORTER, / ,1992 - 1998,R134a,975 ± 25,135
車型 / Car model /  Car model,TRANSPORTER / TRANSPORTER, / ,1999 - 2000,R134a,725 ± 25,135
車型 / Car model /  Car model,TRANSPORTER / TRANSPORTER, / ,2000 - 2003,R134a,1125 ± 25,135
車型 / Car model /  Car model,TRANSPORTER / TRANSPORTER,Rear engine / Rear engine,1982 - 1990,R12 → R134a,1325 ± 25,240
車型 / Car model /  Car model,TRANSPORTER / TRANSPORTER,Front engine / Front engine,1990 - 1992,R12 → R134a,1075 ± 25,135
